"","message","created_time","id","likes","comments","type","message_wc","pageLikes","pageTalkingAbout","likes10","hour","dow","message_wc2"
"infoDataTemp","Book a table for minimum of 5 people this Friday and get either large pizza or jug of cocktail for free! Hurry :) call Elena @ 07425627874","2012-03-13T13:02:26+0000","101450393256433_291185070949630","0","0","photo","27","278","37","0","13","Tue","729"
"infoDataTemp","St.Patrick's day is coming! Are you readyfor Guinness madness?","2012-03-13T12:01:51+0000","101450393256433_291164554285015","0","0","photo","9","278","37","0","12","Tue","81"
"infoDataTemp","Celebrate St. Patrick’s day early! Join us on Friday 16th of March from 5pm. Special decoration, festive music, great atmosphere and plenty of Guiness! Book a table with elena.leslie@partyatthepub.co.uk","2012-03-12T16:51:23+0000","101450393256433_290720610996076","0","0","photo","29","278","37","0","16","Mon","841"
"infoDataTemp","It's Friday! What is your Friday's best scenario?","2012-03-09T12:54:15+0000","101450393256433_288899511178186","0","0","status","8","278","37","0","12","Fri","64"
"infoDataTemp","Thursday is a little Friday :) getting ready for weekend! Book a table with us to get either 25% off food or free jug of cocktail! 07425627874","2012-03-08T10:14:02+0000","101450393256433_288255414575929","1","0","photo","27","278","37","1","10","Thu","729"
"infoDataTemp","It's so gray and sad outside :( who else wish to go home and sleep? Sitting by a fireplace at Alchemist helps a little :)","2012-03-06T10:31:55+0000","101450393256433_287059931362144","0","0","status","25","278","37","0","10","Tue","625"
"infoDataTemp","Celebrate your birthday with us. Free decorations with baloons and sweets, you can bring your cake as well! Contact Elena to get it sorted 07425627874","2012-03-05T16:42:46+0000","101450393256433_286577391410398","0","0","photo","25","278","37","0","16","Mon","625"
"infoDataTemp","We had crazy Alchemist themed private party last night. Check out in new album.","2012-03-02T13:35:40+0000","101450393256433_284678328266971","0","0","status","14","278","37","0","13","Fri","196"
"infoDataTemp","Don't miss a chance to win £50 bar tab each month. Simply drop your business card or complete one of our cards. Good luck!","2012-02-28T16:55:18+0000","101450393256433_282946835106787","0","0","photo","24","278","37","0","16","Tue","576"
"infoDataTemp","Follow us on Twitter @Alchemist_Bar.","2012-02-27T11:54:48+0000","101450393256433_282238431844294","1","0","photo","5","278","37","1","11","Mon","25"
"infoDataTemp","Spring is just around the corner with 16 degrees outside. We have many parties booked tonight, it's going to be FUN! Join us :)","2012-02-23T09:49:30+0000","101450393256433_238436306247566","0","0","video","24","278","37","0","09","Thu","576"
"infoDataTemp","It's cold again! 8) come over for a nice hot meal and drink. 25% off food still stands when you book a table in advance!","2012-02-20T09:43:19+0000","101450393256433_277866848948119","1","0","photo","25","278","37","1","09","Mon","625"
"infoDataTemp","Slaying dragons is hard work. If we had been around in St George's day, he would have totally popped in for a Party at the Pub!  

Join us a propa' british knees up in your local and you could benefit from 2-4-1 on all Bombardier* this St Georges Day. Huzzah! 

*In participating venues, visit our website for all other promotions http://bit.ly/ItdAoI","2012-04-23T13:55:27+0000","121648367893459_347957261929234","0","0","photo","62","820","55","0","13","Mon","3844"
"infoDataTemp","It's the weekend :) join us for lunch or after work drinks...any wrap or regular pizza and soft drink for £4.99 as well as premium spirits and mixers for only £2.50 from 5pm!","2012-04-20T12:14:05+0000","121648367893459_346049605453333","0","0","status","33","820","55","0","12","Fri","1089"
"infoDataTemp","Have you signed up to the new Smith and Jones Journal Blog? All new subscribers have the chance of winning a £10 food and drink voucher in a Pub of their choice. http://bit.ly/ICSDSz ","2012-04-19T16:14:34+0000","121648367893459_345463262178634","0","0","link","33","820","55","0","16","Thu","1089"
"infoDataTemp","Lots of exciting events coming up at The Alibi, keep posted on how to become a VIP for the night...or for the chance to win some freebies!","2012-04-18T13:21:01+0000","121648367893459_344757318915895","3","0","status","27","820","55","1","13","Wed","729"
"infoDataTemp","To celebrate the Queen's Diamond Jubilee on Tuesday 5th June 2012 we will be holding a cocktail party from 7pm - 12am.

Take advantage of your chance to get dressed up! Enjoy two cocktails for £6.99, premium spirits and mixers from £2.50 and complimentary nibbles throughout the evening.

For a truly luxurious experience why not hire our 'Royal Box' and take advantage of a complimentary sparkling wine and nibbles reception all in our VIP Mezzanine area.","2012-04-18T13:19:44+0000","121648367893459_332505006815184","0","0","link","74","820","55","0","13","Wed","5476"
"infoDataTemp","Check out the new Smith and Jones Journal - a great new blog to keep you up-to-date on pub news, competitions and to find out what's cookin' in the Smith and Jones Kitchen!  Also, don't miss our photo competition and wine and cocktail recommendations from our very own Party Princess","2012-04-17T09:51:23+0000","121648367893459_343846419006985","0","1","status","51","820","55","0","09","Tue","2601"
"infoDataTemp","We're looking for Promotion staff to hand out flyers-mainly Friday and Saturday evening 6pm-10pm, great rates of pay for the right people, telephone 01612375051 for details","2012-04-13T21:42:18+0000","121648367893459_340433669348260","0","0","status","26","820","55","0","21","Fri","676"
"infoDataTemp","It's Friday! Be one of the first five people to book a table with us tonight and receive a free Pizza for the table!","2012-04-13T10:53:15+0000","121648367893459_340132126045081","1","0","status","24","820","55","1","10","Fri","576"
"infoDataTemp","Diamond Jubilee Cocktail Party","2012-04-11T11:47:24+0000","121648367893459_338927569498870","1","0","status","4","820","55","1","11","Wed","16"
"infoDataTemp","Looking forward to the weekend already! Make sure you come down on Saturday for the chance to win our Grand National Sweepstake...it kicks off at 4.15pm so make sure you get down here before the race starts!","2012-04-11T10:33:42+0000","121648367893459_338903869501240","0","0","status","37","820","55","0","10","Wed","1369"
"infoDataTemp","Don't miss out on our sweepstake this Saturday! Prizes to be won!","2012-04-11T09:05:27+0000","121648367893459_201469563302294","0","0","link","12","820","55","0","09","Wed","144"
"infoDataTemp","John Smith's Grand National","2012-04-11T08:50:03+0000","121648367893459_338873096170984","1","0","status","4","820","55","1","08","Wed","16"
"infoDataTemp","Bank holiday weekend is almost over, but its not all doom and gloom...we're showing the football tonight, with premium spirits and mixers for £2.50, 2 cocktails for £6.99 and draft ales from £1.99 all available 5pm-close...you cant possibly go wrong!","2012-04-09T10:37:46+0000","121648367893459_337644872960473","1","0","status","40","820","55","1","10","Mon","1600"
"infoDataTemp","Absolutely miserable weather! How about some more free meal vouchers to brighten up your day? The first ten people to comment on this status will get to try one of our new dishes for free!","2012-04-04T10:48:43+0000","121648367893459_334732179918409","5","15","status","35","820","55","1","10","Wed","1225"
"infoDataTemp","Congratulations to our lucky winner Graham, the 800th person to like us! Have a great weekend everyone!","2012-03-30T16:18:31+0000","121648367893459_331856156872678","3","0","status","17","820","55","1","16","Fri","289"
"infoDataTemp","We are approaching 800 likes! Share our page with your friends...the 800th person to like us will receive a complimentary meal for two from our new menu!","2012-03-30T13:11:41+0000","121648367893459_331773540214273","5","0","status","27","820","55","1","13","Fri","729"
"infoDataTemp","Our New Summer Menu has launched! Lots of tasty new dishes to try...come down and let us know what you think of them!","2012-03-28T08:59:58+0000","121648367893459_330473200344307","0","0","status","23","820","55","0","08","Wed","529"
"infoDataTemp","Its Friday and the sun is shining! Why not join us for some after work drinks to kick start the weekend...","2012-03-23T13:36:07+0000","121648367893459_327620803962880","4","0","status","21","820","55","1","13","Fri","441"
"infoDataTemp","Looking for somewhere to watch the football tonight? Why not book a table or booth in front of our big screens...order food for half time (2-4-1 Large Pizza's from 3pm!)","2012-03-21T14:37:06+0000","121648367893459_326464847411809","0","0","status","30","820","55","0","14","Wed","900"
"infoDataTemp","Mid-week blues? Join us for lunch...Wrap & a soft drink £3.99, small pizza & soft drink only £4.99....2-4-1 Burgers from 2pm!","2012-03-21T10:51:01+0000","121648367893459_326379807420313","1","0","status","21","820","55","1","10","Wed","441"
"infoDataTemp","Our New Summer Menu Is Launching On The 27th March. That's A Week Tomorrow. The First Ten People To Comment On This Status Will Receive A Voucher Entitling Them To Try Something From The New Menu For Free. T&C's Apply","2012-03-19T23:13:51+0000","121648367893459_325541444170816","0","13","status","40","820","55","0","23","Mon","1600"
"infoDataTemp","2 for 1 burgers from 2pm everyday at The Alibi","2012-03-10T12:27:53+0000","121648367893459_319764378081856","1","0","status","10","820","55","1","12","Sat","100"
"infoDataTemp","Happy St George's Day 

How about Celebrating With A Bombardier

241 All Day! 

BANG ON!!!!!","2012-04-23T09:38:28+0000","125528727526892_296521510427612","0","0","status","14","376","9","0","09","Mon","196"
"infoDataTemp","The Almanac Presents Friday Night Live","2012-04-23T08:39:24+0000","125528727526892_296503243762772","1","0","status","6","376","9","1","08","Mon","36"
"infoDataTemp","Start the week off by relaxing after work with us with a 241 cocktail, 5-9pm, perfect for after work and just long enough you can get home for the kids!

Our Cocktail of the week is choosen by our highest cocktail seller, Emily! 

She has chosen The Grasshopper as her Cocktail. 

Minty, Chocolatey, and smooth. For people with a sweet tooth!","2012-04-23T08:37:37+0000","125528727526892_296502830429480","1","0","status","60","376","9","1","08","Mon","3600"
"infoDataTemp","Please vote for Tom Wardle. ","2012-04-22T13:47:26+0000","125528727526892_442989775718145","0","0","link","5","376","9","0","13","Sun","25"
"infoDataTemp","Tom Wardle is at The Almanac tonight for Friday Night Live.

Kicking off from 10pm Tonight.

Get down before for some 2 4 1 Cocktail magic!!

And from 7pm 24£5 Corona,WKD,JAGERBOMBS!!!!!!!!!!!","2012-04-20T14:33:06+0000","125528727526892_294733580606405","1","0","status","28","376","9","1","14","Fri","784"
"infoDataTemp","Have you signed up to the new Smith and Jones Journal Blog? All new subscribers have the chance of winning a £10 food and drink voucher in a Pub of their choice. http://bit.ly/ICSDSz ","2012-04-19T16:14:06+0000","125528727526892_294123847334045","0","0","link","33","376","9","0","16","Thu","1089"
"infoDataTemp","The Party Princess was invited to try some our cocktails - I get the feeling she liked them? Woo Woo all aboard! http://bit.ly/HTLeEf ","2012-04-18T16:48:54+0000","125528727526892_293512364061860","0","0","link","23","376","9","0","16","Wed","529"
"infoDataTemp","Dont forget that tommorow is wednesday. 
Yes the middle of the week!
With all thats going in the world we thought we treat you to some light freshments at a reasonable price.

241 Bombs
241 Cocktails
241 Corona 

£1.50 selected spirits 

Cant get better than that!","2012-04-17T17:10:13+0000","125528727526892_292866420793121","2","0","status","42","376","9","1","17","Tue","1764"
"infoDataTemp","Check out the new Smith and Jones Journal - a great new blog to keep you up-to-date on pub news, competitions and to find out what's cookin' in the Smith and Jones Kitchen!  Also, don't miss our photo competition and wine and cocktail recommendations from our very own Party Princess","2012-04-17T09:50:59+0000","125528727526892_292547194158377","0","1","status","51","376","9","0","09","Tue","2601"
"infoDataTemp","Wishing the Big Dog - Rich Westwood a full recovery. We will make sure our customers are still getting the best service and the best offers all week long!","2012-04-16T09:31:00+0000","125528727526892_291260824287014","5","0","status","29","376","9","1","09","Mon","841"
